iter	Passed	Remaining
734	7313	2636
735	7322	2626
736	7331	2616
737	7340	2605
738	7348	2595
739	7358	2585
740	7367	2575
741	7376	2564
742	7385	2554
743	7395	2544
744	7403	2534
745	7414	2524
746	7424	2514
747	7434	2504
748	7444	2494
749	7455	2485
750	7465	2475
751	7476	2465
752	7486	2455
753	7496	2445
754	7505	2435
755	7515	2425
756	7523	2415
757	7532	2404
758	7542	2394
759	7551	2384
760	7561	2374
761	7571	2364
762	7580	2354
763	7589	2344
764	7598	2334
765	7608	2324
766	7618	2314
767	7627	2304
768	7636	2293
769	7646	2283
770	7656	2274
771	7666	2264
772	7675	2254
773	7686	2244
774	7697	2234
775	7707	2224
776	7717	2214
777	7726	2204
778	7736	2194
779	7746	2185
780	7755	2174
781	7764	2164
782	7773	2154
783	7783	2144
784	7792	2134
785	7801	2124
786	7809	2113
787	7818	2103
788	7827	2093
789	7835	2082
790	7844	2072
791	7853	2062
792	7863	2052
793	7873	2042
794	7883	2032
795	7893	2022
796	7902	2012
797	7912	2002
798	7921	1992
799	7930	1982
800	7939	1972
801	7949	1962
802	7960	1952
803	7969	1942
804	7979	1932
805	7988	1922
806	7998	1912
807	8008	1903
808	8018	1893
809	8029	1883
810	8037	1873
811	8047	1863
812	8057	1853
813	8066	1843
814	8076	1833
815	8087	1823
816	8097	1813
817	8106	1803
818	8115	1793
819	8124	1783
820	8135	1773
821	8145	1763
822	8155	1753
823	8165	1744
824	8175	1734
825	8184	1724
826	8195	1714
827	8205	1704
828	8216	1694
829	8225	1684
830	8236	1675
831	8246	1665
832	8256	1655
833	8265	1645
834	8275	1635
835	8285	1625
836	8294	1615
837	8303	1605
838	8313	1595
839	8322	1585
840	8331	1575
841	8340	1564
842	8349	1554
843	8358	1544
844	8367	1534
845	8376	1524
846	8387	1515
847	8397	1505
848	8406	1495
849	8417	1485
850	8425	1475
851	8435	1465
852	8445	1455
853	8455	1445
854	8466	1435
855	8475	1425
856	8485	1415
857	8494	1405
858	8503	1395
859	8511	1385
860	8521	1375
861	8530	1365
862	8541	1355
863	8551	1346
864	8560	1336
865	8570	1326
866	8580	1316
867	8588	1306
868	8598	1296
869	8608	1286
870	8617	1276
871	8626	1266
872	8636	1256
873	8647	1246
874	8657	1236
875	8666	1226
876	8676	1216
877	8686	1206
878	8695	1197
879	8706	1187
880	8716	1177
881	8726	1167
882	8735	1157
883	8743	1147
884	8752	1137
885	8762	1127
886	8771	1117
887	8780	1107
888	8790	1097
889	8800	1087
890	8811	1077
891	8820	1067
892	8830	1058
893	8839	1048
894	8849	1038
895	8859	1028
896	8868	1018
897	8878	1008
898	8888	998
899	8899	988
900	8909	978
901	8918	969
902	8928	959
903	8936	949
904	8946	939
905	8956	929
906	8966	919
907	8975	909
908	8985	899
909	8995	889
910	9006	879
911	9016	869
912	9026	860
913	9036	850
914	9046	840
915	9054	830
916	9064	820
917	9075	810
918	9084	800
919	9094	790
920	9103	780
921	9113	770
922	9122	761
923	9132	751
924	9142	741
925	9151	731
926	9160	721
927	9169	711
928	9179	701
929	9190	691
930	9199	681
931	9209	671
932	9217	661
933	9226	651
934	9236	642
935	9245	632
936	9255	622
937	9266	612
938	9277	602
939	9288	592
940	9313	583
941	9330	574
942	9342	564
943	9352	554
944	9362	544
945	9373	535
946	9384	525
947	9395	515
948	9404	505
949	9414	495
950	9423	485
951	9433	475
952	9444	465
953	9455	455
954	9464	445
955	9474	436
956	9484	426
957	9493	416
958	9502	406
959	9512	396
960	9522	386
961	9531	376
962	9540	366
963	9550	356
964	9560	346
965	9570	336
966	9579	326
967	9589	317
968	9598	307
969	9609	297
970	9618	287
971	9628	277
972	9638	267
973	9648	257
974	9657	247
975	9667	237
976	9676	227
977	9685	217
978	9694	207
979	9703	198
980	9713	188
981	9722	178
982	9733	168
983	9742	158
984	9751	148
985	9761	138
986	9771	128
987	9780	118
988	9789	108
989	9798	98
990	9808	89
991	9817	79
992	9828	69
993	9838	59
994	9847	49
995	9855	39
996	9865	29
997	9874	19
998	9883	9
999	9893	0
